1.000000 1.000000 1.000000 3.000000 1.000000 5.000000 1.000000 7.000000 3.000000 1.000000 3.000000 3.000000 3.000000 5.000000 3.000000 7.000000 5.000000 1.000000 5.000000 3.000000 5.000000 5.000000 5.000000 7.000000 7.000000 1.000000 7.000000 3.000000 7.000000 5.000000 7.000000 7.000000
1.027490 0.988800 0.996130 2.979470 1.016130 4.980250 0.986438 7.013830 2.984470 1.017760 2.987060 3.014380 2.980900 5.028600 2.979470 6.999040 4.988190 0.979781 5.030710 3.013620 5.021190 5.029720 5.019880 7.015590 6.982300 0.972693 7.011540 2.969000 6.980570 4.977570 7.007580 7.019940
1.055610 0.977824 0.992437 2.959600 1.033030 4.960790 0.973320 7.028450 2.968350 1.034910 2.973410 3.027590 2.960910 5.056900 2.958740 6.997040 4.977420 0.958827 5.061450 3.026800 5.043430 5.058700 5.040040 7.031130 6.964430 0.945381 7.022390 2.939270 6.960250 4.955650 7.014870 7.041210
1.084790 0.967224 0.989177 2.941150 1.051520 4.942090 0.961167 7.044450 2.950910 1.050900 2.958570 3.038520 2.939250 5.084520 2.937850 6.993080 4.968770 0.936548 5.092040 3.039140 5.067580 5.086040 5.060520 7.046620 6.946480 0.917898 7.031790 2.912140 6.938220 4.934840 7.021490 7.064960
1.115260 0.957154 0.986654 2.924830 1.072160 4.924780 0.950512 7.062040 2.931370 1.065190 2.942440 3.046280 2.915460 5.110990 2.917120 6.986450 4.963220 0.912625 5.122020 3.050250 5.094190 5.110680 5.081070 7.062130 6.928780 0.889864 7.039070 2.888920 6.913840 4.915940 7.026990 7.092020
1.146920 0.947780 0.985212 2.911300 1.095210 4.909620 0.941873 7.080950 2.909050 1.077290 2.925330 3.050380 2.889470 5.135820 2.897130 6.976810 4.961530 0.887101 5.150680 3.059770 5.123420 5.131510 5.101140 7.077860 6.911910 0.860710 7.043660 2.870690 6.886770 4.899780 7.030890 7.122810
1.179470 0.939276 0.985161 2.900980 1.120470 4.897330 0.935659 7.100440 2.883450 1.086880 2.907940 3.050830 2.861690 5.158480 2.878560 6.964310 4.963970 0.860465 5.177180 3.067490 5.155010 5.147520 5.119960 7.094050 6.896640 0.829705 7.045270 2.858090 6.857030 4.887090 7.032720 7.157270
1.212580 0.931844 0.986666 2.893880 1.147360 4.888410 0.932045 7.119420 2.854500 1.093860 2.891170 3.048250 2.832930 5.178520 2.862080 6.949660 4.970220 0.833518 5.200730 3.073400 5.188430 5.158100 5.136740 7.110960 6.883620 0.796017 7.043990 2.851020 6.824990 4.878260 7.032170 7.195080
1.246010 0.925727 0.989630 2.889610 1.174970 4.882990 0.930861 7.136720 2.822560 1.098350 2.875900 3.043730 2.804180 5.195650 2.848120 6.933990 4.979240 0.807166 5.220840 3.077740 5.223040 5.163240 5.150920 7.128720 6.873300 0.758795 7.040350 2.848580 6.791180 4.873260 7.029110 7.235940
1.279700 0.921196 0.993655 2.887400 1.202260 4.880720 0.931598 7.151430 2.788330 1.100650 2.862750 3.038510 2.776440 5.209730 2.836790 6.918590 4.989610 0.782221 5.237420 3.080910 5.258350 5.163620 5.162340 7.147170 6.865910 0.717275 7.035190 2.849290 6.756130 4.871640 7.023750 7.279890
1.313710 0.918460 0.998144 2.886420 1.228280 4.880890 0.933539 7.163170 2.752650 1.101110 2.851930 3.033600 2.750500 5.220790 2.827840 6.904580 4.999900 0.759262 5.250720 3.083300 5.294020 5.160390 5.171200 7.165770 6.861420 0.670981 7.029490 2.851580 6.720340 4.872680 7.016530 7.327240
1.348250 0.917523 1.002550 2.886000 1.252520 4.882660 0.936007 7.172150 2.716110 1.100120 2.843240 3.029490 2.726670 5.229150 2.820780 6.892510 5.009220 0.738401 5.261330 3.085210 5.330080 5.154820 5.178030 7.183980 6.859450 0.620521 7.023970 2.854300 6.683950 4.875640 7.008060 7.377740
1.385230 0.918183 1.006810 2.885760 1.276230 4.885520 0.938702 7.179330 2.677110 1.097890 2.835820 3.026060 2.703570 5.235630 2.814790 6.881810 5.017740 0.718345 5.270380 3.086940 5.368540 5.147530 5.183690 7.202400 6.858550 0.571566 7.018710 2.856990 6.645080 4.880130 6.999280 7.426130
1.429800 0.920368 1.011550 2.885540 1.303750 4.889760 0.941876 7.186140 2.630320 1.094310 2.828220 3.022700 2.676920 5.241410 2.808590 6.870640 5.026890 0.695385 5.279680 3.088840 5.414770 5.137910 5.189360 7.224180 6.854310 0.548571 7.012930 2.859880 6.598310 4.886460 6.992940 7.448120
1.472730 0.922574 1.017150 2.885260 1.338670 4.896180 0.945691 7.193000 2.584870 1.090860 2.819730 3.019190 2.643210 5.246500 2.801610 6.858130 5.037640 0.666692 5.290120 3.091080 5.458480 5.128200 5.195400 7.251990 6.845410 0.555250 7.006140 2.862980 6.553920 4.892190 6.989460 7.440140
1.479590 0.918511 1.025210 2.884760 1.393390 4.907760 0.951144 7.201500 2.574550 1.093550 2.808110 3.014640 2.590540 5.251050 2.791850 6.840960 5.053360 0.621807 5.304540 3.094260 5.464040 5.125950 5.203040 7.296130 6.833980 0.555390 6.996350 2.867030 6.547410 4.888700 6.983120 7.438220
1.467650 0.911939 1.033270 2.884150 1.447060 4.920540 0.956565 7.209090 2.583230 1.098830 2.797040 3.010480 2.539350 5.254000 2.782240 6.824610 5.069800 0.570643 5.318470 3.097240 5.453810 5.126750 5.209440 7.347050 6.822990 0.551447 6.986380 2.870840 6.556840 4.882150 6.976080 7.440460
1.469540 0.906063 1.044160 2.883200 1.470870 4.924750 0.963850 7.218540 2.577140 1.102830 2.782740 3.005250 2.519430 5.270670 2.769410 6.803380 5.091510 0.507966 5.336830 3.100920 5.457390 5.123720 5.218350 7.410030 6.807170 0.550192 6.972580 2.875830 6.552400 4.877440 6.966850 7.439460
1.469990 0.895650 1.062940 2.881680 1.462950 4.917930 0.976253 7.233620 2.569840 1.109940 2.759020 2.996670 2.534510 5.314830 2.747900 6.765870 5.116660 0.509775 5.368090 3.106690 5.458930 5.119310 5.245810 7.409550 6.779160 0.547646 6.948070 2.884220 6.549570 4.868750 6.950530 7.438080
1.465330 0.883926 1.083080 2.880460 1.479130 4.920590 0.989142 7.248180 2.567710 1.118040 2.734870 2.988000 2.526380 5.357390 2.726050 6.720850 5.141440 0.531138 5.401560 3.111740 5.456050 5.115920 5.276590 7.390200 6.749000 0.544005 6.920330 2.893030 6.551250 4.859180 6.932310 7.437570
1.464770 0.873428 1.103290 2.879590 1.496700 4.924950 1.001370 7.261110 2.562120 1.124790 2.711880 2.979930 2.517720 5.405520 2.705120 6.668980 5.170530 0.517779 5.435760 3.115400 5.457050 5.112160 5.302580 7.406010 6.718320 0.541023 6.890380 2.901760 6.549210 4.851310 6.913420 7.436480
1.464430 0.863603 1.123280 2.878990 1.509150 4.928670 1.012500 7.272320 2.556980 1.130840 2.690120 2.972630 2.514600 5.457560 2.685750 6.614240 5.198690 0.517581 5.471190 3.117550 5.457590 5.109030 5.329490 7.409210 6.686750 0.537688 6.857950 2.910470 6.547810 4.844160 6.893940 7.435670
1.463220 0.852566 1.146640 2.878510 1.524580 4.935040 1.024240 7.283980 2.552390 1.137460 2.665470 2.964830 2.505690 5.486740 2.669360 6.580170 5.232640 0.522827 5.515390 3.118460 5.457390 5.106080 5.361690 7.408010 6.647800 0.533482 6.816350 2.920910 6.547140 4.836310 6.870240 7.434830
